English,French,German,Polish,Russian,Spanish,Korean,SimplifedChinese,Japanese
"Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Je ne sais pas trop pourquoi vous auriez ceci ou voudriez le placer, mais il ne fait qu'engendrer de la pollution.","No estoy seguro de por qué deseas esto o querrías colocarlo, pero sólo genera contaminación.","Nicht sicher, warum du das haben oder hier hinsetzen möchtest, aber es generiert nur Umweltverschmutzung.","이것을 왜 가지고 있는지와 왜 설치하려는지 모르겠지만, 이것은 오염만 일으킬 뿐입니다.","Not sure why you would have this or want to place it, but it just generates pollution.","不知道你为什么会有这个或者如何处理它，但它会产生污染。","Не уверен почему Вы хотите это положить, но это просто загрязняет окружающую среду.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","なぜあなたはこれを持っていたり、飾っておきたいのか分かりません。汚染を引き起こすけどね。","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution.","Not sure why you would have this or want to place it, but it just generates pollution."
"A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","Un four en brique solidement construit utile pour cuire toutes sortes de friandises.","Un horno de ladrillo macizo para hornear todo tipo de golosinas.","Eine solide gebauter Steinofen, nützlich, um allerlei Leckereien zu backen.","단단하게 지어진 벽돌 오븐으로 다양한 먹거리들을 제빵하는데 유용하게 쓰입니다.","A solidly built brick oven useful for baking all manner of treats.","一种用于各类烘烤的坚固砖烤炉。","Полностью кирпичная печь, удобна для выпечки самых разных лакомств.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","あらゆる形の焼き菓子に適用できる、しっかりとした造りのレンガのオーブン。","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats.","A solidly built brick oven useful for baking all manner of treats."
"A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","Un remplacement supérieur au bas fourneau qui peut produire de l’acier.","Un sustituto superior para el horno de fundición que puede producir acero.","Ein überlegener Ersatz für den Rennofen, der Stahl produzieren kann.","괴철로의 훌륭한 대체제로 강철을 생산할 수 있습니다.","A superior replacement for the bloomery that can produce steel.","一种能生产钢铁的高级锻铁炉。","Превосходная замена сыродутной печи, позволяющая производить сталь.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","鋼鉄を作れる塊鉄炉の優れた代替品","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel.","A superior replacement for the bloomery that can produce steel."
"A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","Un four en forme de cheminée pour la fonte des minerais.","Un horno en forma de chimenea para fundir minerales.","Ein schornsteinförmiger Ofen zum Schmelzen von Erzen.","굴뚝 모양의 용광로로 광석을 제련하는데 쓰입니다.","A chimney-shaped furnace for smelting ores.","烟囱式熔炉。","Трубообразная печка для плавки руд.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","鉱石を製錬できる煙突の形をした炉。","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores.","A chimney-shaped furnace for smelting ores."
"A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","Un endroit pour stocker la connaissance et l'information, conduit à la mairie.","Un lugar para almacenar conocimiento e información; conduce al ayuntamiento.","Ein Platz, um Wissen und Informationen aufzubewahren; führt zum Rathaus.","지식과 정보들을 보관하는데 적합한 장소입니다; 나중엔 시청으로 쓰이게 됩니다.","A place to store knowledge and information; leads to the town hall.","储存知识和信息的地方；就像市政厅。","Место для хранения знаний и информации; ведет к ратуше.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","知識と情報を保存する場所。 市庁舎につながってる建物。","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall.","A place to store knowledge and information; leads to the town hall."
"A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","Un support en métal pouvant contenir du combustible en feu pour fournir de la lumière.","Un soporte de metal que puede contener combustible ardiente para proporcionar luz.","Ein Metallständer für Brennstoff, um Licht zu spenden.","금속으로 된 스탠드는 연료를 태우고 빛을 제공해줍니다.","A metal stand which can hold burning fuel to provide light.","一个可以燃烧燃料发光的金属支架。","Металлическая стойка, дает свет сжигая топливо.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","金属でできたスタンドライトは燃料を使って光を照らします。","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light.","A metal stand which can hold burning fuel to provide light."
"A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","Un bloc et un couperet pour transformer la viande crue en plats plus raffinés.","Un bloque y cuchilla para procesar la carne cruda en platos más elegantes.","Ein Block und Hackbeil, um rohes Fleisch zu ausgefalleneren Gerichten zu verarbeiten.","더 나은 요리를 위해 생고기를 가공하는 블럭과 큰 식칼입니다.","A block and cleaver to process raw meat into fancier dishes.","一把将生肉加工成华丽菜式的刀。","Колода и тесак для превращения сырого мяса в различные блюда.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","肉切り包丁とテーブルで生の肉をより良い料理に加工できるようにする","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes.","A block and cleaver to process raw meat into fancier dishes."
"Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cuisiner tel un homme des cavernes sur un feu inégal.","Cocina como un cavernícola en un fuego desigual.","Kochen wie ein Höhlenmensch auf unsteter Flamme.","균등하지 않는 화력으로 원시인처럼 요리하세요.","Cook like a caveman on an uneven fire.","像山洞里的人一样用火烧饭。","Готовьте как пещерный человек на неровном огне.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","洞窟に住んでる人みたいに焚き火で料理する。","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire.","Cook like a caveman on an uneven fire."
"A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","Un candélabre sophistiqué produisant une petite quantité de lumière.","Un elegante candelabro para proporcionar pequeñas cantidades de luz.","Ein schicker Kronleuchter, der schwaches Licht ausstrahlt.","화려한 나뭇가지 모양의 촛대로 작은 불빛을 제공합니다.","A fancy candelabra for providing small amounts of light.","提供少量光线的奇特烛台。","Причудливый канделябр дающий немного света.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","小さい光で照らす幻想的な燭台","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light.","A fancy candelabra for providing small amounts of light."
"A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","Une table pour le travail simple du bois, pour la rénovation et pour progresser.","Una mesa para manualidades básicas de madera para mejorar y progresar en el hogar.","Ein Tisch, um grundsätzliche Holzarbeiten für den Hausbau herzustellen.","이 작업대는 기초적인 목제품들을 만드는 곳으로 집을 발전 시키고 보수 시키는데 쓰입니다.","A table for basic wooden crafts for home improvement and progress.","一张用来制作基础家装木制品的工作台。","Стол для простых работ по дереву, для строительства и улучшения дома.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","このテーブルで木製の道具を作り生活品質を向上させる","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress.","A table for basic wooden crafts for home improvement and progress."
"Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Une citrouille effrayante qui émet une lumière magique.","Calabaza espeluznante que emite una luz mágica.","Ein gruseliger Kürbis, der magisches Licht ausstrahlt.","섬뜩하게 생긴 호박으로 마법 같은 불빛을 냅니다.","Spooky pumpkin that emits a magic light.","发出神奇亮光的幽灵南瓜。","Жутковатая тыква, излучающая волшебный свет.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","魔法の光を放つおかしなカボチャ。","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light.","Spooky pumpkin that emits a magic light."
"The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","La poêle parfaite pour un chef débutant.","La estufa perfecta para el joven chef.","Der perfekte Herd für den unerfahrenen Koch.","신출내기 요리사들이 사용하기 안성맞춤인 난로입니다.","The perfect stove for the fledgling chef.","完美厨师专属的完美火炉。","Идеальная печь для начинающего шеф-повара.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","熟練シェフのための完璧な窯。","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef.","The perfect stove for the fledgling chef."
"A fancy hanging candelabra.","A fancy hanging candelabra.","Un candélabre suspendu sophistiqué.","Un elegante candelabro colgante.","Ein schicker Kronleuchter.","화려한 나뭇가지 모양의 촛대가 천장에 매달려 있습니다.","A fancy hanging candelabra.","奇特的悬挂式烛台。","Причудливый висячий канделябр.","A fancy hanging candelabra.","A fancy hanging candelabra.","A fancy hanging candelabra.","幻想的な吊り下げるタイプの燭台","A fancy hanging candelabra.","A fancy hanging candelabra.","A fancy hanging candelabra.","A fancy hanging candelabra.","A fancy hanging candelabra.","A fancy hanging candelabra.","A fancy hanging candelabra."
"A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","Un four rotatif qui produit du ciment et des produits en béton.","Horno rotatorio que produce cemento y productos de concreto.","Ein sich drehender Brennofen der Zement und Beton produziert.","회전하는 가마로 시멘트와 콘크리트 제품들을 생산합니다.","A rotary kiln that produces cement and concrete products.","生产水泥和混凝土制品的回转窑。","Вращающаяся печь, производящая цемент и бетон.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","セメントやコンクリート製品を生産する回転式のかまど。","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products.","A rotary kiln that produces cement and concrete products."
"A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","Une surface surélevée soutenue par des jambes. Sans le dos, ça pourrait être un tabouret.","Una superficie elevada apoyada sobre patas. Sin la espalda, podría ser un taburete.","Eine erhöhte Oberfläche, die von Beinen getragen wird. Ohne den Rücken könnte es ein Hocker sein.","등받이가 없는 의자 같습니다.","A raised surface supported by legs. Without the back, it might be a stool.","一个有脚的平板。没有椅背的话，可能会是个凳子。","Приподнятая поверхность, поддерживаемая ножками. Без спинки, это была бы табуретка.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","脚で支えられた床。背もたれがなかったらうんちに見えなくもない","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool.","A raised surface supported by legs. Without the back, it might be a stool."
"Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consomme la plupart des carburants pour produire de l'énergie.","Consume la mayoría de los combustibles para producir energía.","Verwendet die meisten Brennstoffe, um daraus Energie zu erzeugen.","에너지를 생산하기 위해 대부분의 연료를 소비합니다.","Consumes most fuels to produce energy.","消耗大量燃料来生产能量。","Потребляет большинство видов топлива для производства энергии.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","大量の燃料を消費してエネルギーを生成します。","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy.","Consumes most fuels to produce energy."
"A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","Un endroit où vous pouvez vous asseoir toute la journée et jouer aux jeux vidéo ! Ou travailler sur des recherches complexes.","A place where you can sit all day and play video games! Or work on expert-level research.","Ein Ort, an dem du den ganzen Tag sitzen und Videospiele spielen kannst! Oder Expertenforschung betreiben kannst.","여기에는 하루종일 앉아서 비디오 게임을 플레이 할 수 있습니다! 혹은 전문가급 연구를 할 수 있겠죠.","A place where you can sit all day and play video games! Or work on expert-level research.","一个你能坐着玩一天电子游戏的地方！也可以用来做专家级研究。","Место, где вы можете сидеть целый день и играть в видеоигры! Или работать над сложными исследованиями.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","1日中座ってビデオゲームをすることができる場所！ 専門家レベルの研究に取り組む場所とも言う。","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research.","A place where you can sit all day and play video games! Or work on expert-level research."
"For contruction contracts.","For contruction contracts.","Pour les contrats de construction.","Para contratos de construcción.","Für Bauaufträge.","건설 계약을 위함입니다.","For contruction contracts.","用来创建合同。","Для строительных договоров.","For contruction contracts.","For contruction contracts.","For contruction contracts.","建設関係のお仕事に","For contruction contracts.","For contruction contracts.","For contruction contracts.","For contruction contracts.","For contruction contracts.","For contruction contracts.","For contruction contracts."
"A board to post contracts.","A board to post contracts.","Un tableau pour afficher des contrats.","Una pizarra para publicar contratos.","Ein Brett, an dem man Aufträge veröffentlichen kann.","계약을 게시하기 위한 게시판입니다.","A board to post contracts.","一块发布合同的公示板。","Доска для размещения договоров.","A board to post contracts.","A board to post contracts.","A board to post contracts.","ハローワーク。","A board to post contracts.","A board to post contracts.","A board to post contracts.","A board to post contracts.","A board to post contracts.","A board to post contracts.","A board to post contracts."
"A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","Un canapé doux pour se détendre. Maintenant vous avez de la place pour vos amis !","Un bonito sofa para acostarte y descansar pero ahora con espacio para tus amigos!","Eine kleine Couch zum Ausruhen. Jetzt mit Platz für deine Freunde!","눕기가 편한 소파입니다. 이제 친구들과도 앉을 수 있습니다.","A sweet couch to lounge on. Now with room for your friends!","一张舒适的沙发。现在你有足够空间给你的朋友了！","Миленький диванчик для отдыха. Теперь с комнатой для ваших друзей!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","休憩所には優雅なソファ。 今はあなたの友人のための部屋ですけど!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!","A sweet couch to lounge on. Now with room for your friends!"
"Allows players to exchange currency.","Allows players to exchange currency.","Permet aux joueurs d'échanger des devises.","Allows players to exchange currency.","Ermöglicht Spielern, Währungen zu wechseln.","사용자들끼리 환전을 가능케 해줍니다.","Allows players to exchange currency.","允许玩家交换货币。","Позволяет игрокам обменивать валюту.","Allows players to exchange currency.","Allows players to exchange currency.","Allows players to exchange currency.","プレイヤーが通貨を交換できるように許可します。","Allows players to exchange currency.","Allows players to exchange currency.","Allows players to exchange currency.","Allows players to exchange currency.","Allows players to exchange currency.","Allows players to exchange currency.","Allows players to exchange currency."
"A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","Une statue d'un dauphin. Qu'est-ce que cela pourrait signifier?","Una estatua de un delfín. ¿Qué podría significar?","Die Statue eines Delfins. Was könnte sie bedeuten?","돌고래 모양의 동상입니다. 무슨 의미를 담은걸까요?","A statue of a dolphin. What could it mean?","一个海豚雕像。它有什么含义？","Статуя дельфина. Что бы это значило?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","イルカの像? それってどういう意味？","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?","A statue of a dolphin. What could it mean?"
"A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","Une lampe murale qui nécessite de l'électricité pour s'allumer.","Una lampara de pared que necesita electricidad para funcionar.","Eine Wandlampe, die Strom benötigt.","벽에 단 등으로 전기가 있어야 켤 수 있습니다.","A wall mounted lamp that requires electricity to turn on.","需要通电才能打开的墙装灯。","Настенная лампа требующая электричество.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","電気をオンにする必要がある壁掛けランプ。","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on.","A wall mounted lamp that requires electricity to turn on."
"A set of machinery to create electronics.","A set of machinery to create electronics.","Un ensemble de machines pour créer de l'électronique.","A set of machinery to create electronics.","Eine Reihe von Maschinen zum Bau von Elektrogeräten.","다수의 기계 부품들로 전자 제품을 만들 수 있습니다.","A set of machinery to create electronics.","一套用来制造电子零件的机器。","Оборудование для создания электроники.","A set of machinery to create electronics.","A set of machinery to create electronics.","A set of machinery to create electronics.","エレクトロニクス""を作り出すための機械の集まり。","A set of machinery to create electronics.","A set of machinery to create electronics.","A set of machinery to create electronics.","A set of machinery to create electronics.","A set of machinery to create electronics.","A set of machinery to create electronics.","A set of machinery to create electronics."
"A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","Un ensemble complexe de machines pour créer des choses tout aussi complexes.","Un complejo set de maquinaria para crear cosas igual de complejas.","Eine komplexe Reihe von Maschinen zur Herstellung von genauso komplexen Dingen.","복잡한 다수의 기계 부품들로 똑같이 복잡한 것들을 만들 수 있습니다.","A complex set of machinery for creating equally complex things.","这台机器可以用来制造和它一样复杂的东西。","Комплексный набор механизмов для создания сложных вещей.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","複雑なものを複製する複雑な機械の塊。","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things.","A complex set of machinery for creating equally complex things."
"A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","Une table de base pour créer des outils agricoles et des produits similaires.","Una mesa basica para crear herramientas agricolas y otros productos similares.","Eine Werkbank zur Herstellung von landwirtschaftlichen Geräten und hilfreichen Produkten.","기초적인 작업대로 농사 기구들이나 관련 제품들을 만들 수 있습니다.","A basic table for creating farming tools and similar products.","一张用来制作农具或相关产品的基本工作台。","Простой стол для создания сельскохозяйственных инструментов и предметов.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","農業用具などの製品を作成するための基本的な机。","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products.","A basic table for creating farming tools and similar products."
"A place to create fishing poles and traps.","A place to create fishing poles and traps.","Un lieu pour créer des cannes à pêche et des pièges.","A place to create fishing poles and traps.","Ein Ort zum Erstellen von Angeln und Reusen.","통발과 낚싯대를 만들 수 있는 곳입니다.","A place to create fishing poles and traps.","一个制造鱼竿和捕鱼器的地方。","Место для создания рыболовных снастей.","A place to create fishing poles and traps.","A place to create fishing poles and traps.","A place to create fishing poles and traps.","釣り竿や罠を作る場所。","A place to create fishing poles and traps.","A place to create fishing poles and traps.","A place to create fishing poles and traps.","A place to create fishing poles and traps.","A place to create fishing poles and traps.","A place to create fishing poles and traps.","A place to create fishing poles and traps."
"A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","Un piège pour attraper du poisson pendant qu'ils nagent. ","Una trampa para capturar peces mientras nadan. ","Eine Falle, um Fische zu fangen. ","물고기가 헤엄치면 잡을 수 있는 통발입니다. ","A trap to catch fish as they swim. ","一个捕捉游鱼的陷阱。 ","Ловушка, для ловли проплывающей рыбы. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","泳いでる魚を捕まえるための罠 。 ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. ","A trap to catch fish as they swim. "
"A box of ice. It's in the name!","A box of ice. It's in the name!","Une glacière. Tout est dans le nom !","Una caja de hielo. ¡Tal como dice el nombre!","Ein Kasten, gefüllt mit Eis. Steht doch im Namen!","얼음이 담긴 박스입니다. 이름대로입니다!","A box of ice. It's in the name!","一个放冰的箱子，就像它的名字那样！","Ящик льда. Это даже в названии!","A box of ice. It's in the name!","A box of ice. It's in the name!","A box of ice. It's in the name!","氷を入れた箱です。名前の通り","A box of ice. It's in the name!","A box of ice. It's in the name!","A box of ice. It's in the name!","A box of ice. It's in the name!","A box of ice. It's in the name!","A box of ice. It's in the name!","A box of ice. It's in the name!"
"Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Utile pour la cuisson des briques et la finition des poteries.","Useful for baking bricks and finishing pottery.","Nützlich für das Brennen von Ziegeln und getöpferten Gegenständen.","벽돌과 도자기를 굽는데 쓰입니다.","Useful for baking bricks and finishing pottery.","用于烧砖和抛光陶器。","Годится для обжига кирпичей и керамики.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","レンガを焼くと陶器の仕上げに便利です。","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery.","Useful for baking bricks and finishing pottery."
"A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","Une zone de préparation pour la nourriture qui permet de faire des plats plus complexes.","Un área de preparación de alimentos que permite platos más complejos.","Ein Vorbereitungsbereich für Essen, der komplexere Gerichte ermöglicht.","여기는 재료를 손질하는 공간으로 복잡한 요리들을 만드는데 가능케 합니다.","A prep area for food which allows for more complex dishes.","一个能制作更多复杂菜式的准备食物的地方。","Зона приготовления пищи, позволяющая создавать более сложные блюда.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","より複雑な料理を可能にする食品のための予備校。","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes.","A prep area for food which allows for more complex dishes."
"For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","Pour rechercher le côté scientifique de la cuisine. La science domine!","Para investigar el lado científico de la cocina. ¡La ciencia manda!","Zur Erforschung der wissenschaftlichen Seite des Kochens. Wissenschaft ist Genial!","요리를 과학으로 접근해서 연구하는 곳입니다. 과학 최고!","For researching the science side of cooking. Science rules!","为了研究科学的烹饪。科学规范！","Для изучения научной стороны приготовления пищи! Наука рулит!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","料理を科学的側面から研究します。科学のルールです!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!","For researching the science side of cooking. Science rules!"
"AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","ÉVITER L'EXPOSITION DIRECTE AUX YEUX","EVITAR LA EXPOSICIÓN DIRECTA A LOS OJOS","DIREKTEN AUGENKONTAKT VERMEIDEN","직접적으로 보는 것을 피하세요!!","AVOID DIRECT EYE EXPOSURE","避免直接接触眼睛","ИЗБЕГАЙТЕ ПРЯМОГО ВОЗДЕЙСТВИЯ НА ГЛАЗА","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","直接目で見てはいけません","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE","AVOID DIRECT EYE EXPOSURE"
"A wooden potty.","A wooden potty.","Un pot en bois.","Un orinal de madera.","Ein Plumpsklo.","나무로 된 요강입니다.","A wooden potty.","一个木制便盆。","Сухой деревянный туалет.","A wooden potty.","A wooden potty.","A wooden potty.","木製のポット。","A wooden potty.","A wooden potty.","A wooden potty.","A wooden potty.","A wooden potty.","A wooden potty.","A wooden potty."
